acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
lupus erythematosus, discoid	1	1	1	1	1	1	1	0.312554086598765	0.841994063779706	0.0609358345246569	1	0.849970974496672	1	0.00970881073367603	1	1	1	1	1	0.227387725910043	1	1	1	1	1	1	1	1	0.000272207714430513	1.33623646518293e-10	1	1	1	0.000113881052164821	0.139548682855314	1	0.933991866779565	0.264653208958201	1	1	1	1	0.688305890315817	1	1	0.849970974496672	0.000272207714430513	0.0609358345246569	1	1	0.902676784064519	1	1	9.49846602997654e-41	1	1	1	1	0.686131491525562	1	0.849970974496672	0.905661118430261	0.0141907890923618	1	1	1	1	4.25442141713494e-12	1	1	1	1	1
lupus erythematosus, systemic	0.554930144177084	1	1	0.999999999999999	0.0380899282141772	1	1	0.917808206463493	0.999999999369757	1.95045535111794e-149	0.999999395393051	0.944057535825636	0.997378815551201	1.04700545840722e-113	0.999999999999999	1	1	1	0.966483019830544	0.999999999998451	1	1	0.0876383358485497	1	1	1	1	1	0.100840075388964	0.263412618112212	1	5.90717838887538e-42	1	9.98012604599318e-322	6.99930518834015e-14	1	0.999999196854596	0.999990175464382	0.730516161105049	0.730516161105049	1	1	6.75637142388771e-98	1	0.104984646130191	0.944057535825636	0.100840075388964	1.95045535111794e-149	0.104984646130191	1	6.01960727175636e-27	1	1	9.98012604599318e-322	1	1	0.940121996929411	0.965258165500045	0.866407304443998	1	0.944057535825636	1	0.865449154064193	0.999999972472359	1	1	0.997406075824512	9.98012604599318e-322	1	1	1	1	1
lupus nephritis	1	1	1	1	0.207052179290652	1	1	1	1	8.20474266033113e-08	1	1.93806008650801e-05	1	2.75236955932393e-14	0.974687029724695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.98380133891465e-93	1	1.41972285015366e-168	3.5044709312427e-22	1	0.711505174682444	1	0.849299568544511	0.849299568544511	1	1	0.00109474477457768	1	0.10207489906021	1.93806008650801e-05	1	8.20474266033113e-08	0.10207489906021	1	0.26854402518556	1	1	0.176088173139961	1	1	1	1	0.340320098344346	1	1.93806008650801e-05	1	0.917290075575991	0.853189490866288	1	1	0.844861407479718	1.96316211850848e-137	1	1	1	1	1
lupus vulgaris	1	1	1	1	1	1	1	1	1	0.402603462829573	1	0.958485424681226	1	0.00294050425524896	1	1	1	1	0.0987987941811779	1	1	1	1	1	1	1	1	1	0.00416346106540002	0.34284712444242	1	0.530526312699568	1	7.17132537666214e-10	0.170993248676068	1	0.0724023508956839	1	0.660782698933954	0.660782698933954	0.0702242538984342	1	0.73238382267637	1	1	0.958485424681226	0.00416346106540002	0.402603462829573	1	1	0.655856155645508	0.999999997463134	1	0.170200312226764	1	1	1	1	1	1	0.958485424681226	1	0.550818478865635	1	1	1	0.852411395109998	2.01518640028918e-13	1	1	1	1	1
lyme disease	1	1	1	0.470460583764714	0.644694422120061	1	1	1	0.999985877778275	0.0493139759400121	0.150007910045039	1	1	0.00235555828684791	1	1	1	1	1	1	1	1	1	1	1	1	1	0.419944186840349	0.000711460003703071	0.842817674969359	1	1	1	1.60736205480955e-10	0.0669206661317141	1	1	1	1	1	1	1	0.680807533077223	1	1	1	0.000711460003703071	0.0493139759400121	1	1	0.258499584215467	1	1	0.00927625698649211	1	1	1	1	1	1	1	1	0.991163089690565	1	1	1	1	3.51252504899777e-26	1	1	1	1	1
lymphedema	1	1	1	1	0.990318096700796	1	1	0.73470876574747	1	0.932822083238389	1	1	1	0.953421881616133	0.999984120106549	3.01759956210932e-30	1	1	1	0.689002260605513	1	1	0.0172481465878688	1	1	1	1	1	0.582823244257325	0.999461734695822	1	0.990740915933104	1	0.999773465699759	0.727960973093736	1	0.369077732265429	0.971144288090753	1	1	1	1	0.999999999878829	1	1	1	0.582823244257325	0.932822083238389	1	1	0.999896963101655	1	1	0.999970246637073	1	0.115853392782632	1	1	1	1	1	1	0.958039096043015	0.998842849203528	1	1	0.997417662168385	0.85163252174214	1	1	1	1	1
lymphohistiocytosis, hemophagocytic	1	1	1	1	1	1	1	1	1	0.0938362761415954	1	0.997597721785705	1	0.0791671015616736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.262236412522107	0.689110626176014	1	1	1	0.000464587041945937	4.32732352804424e-26	1	0.775453709916033	0.105754410949888	0.646214980641792	0.646214980641792	1	1	2.75475620939783e-12	1	1	0.997597721785705	0.262236412522107	0.0938362761415954	1	1	2.27282377242201e-109	0.999999999949473	1	0.436711391920628	1	1	1	1	1	1	0.997597721785705	0.886758412446941	1	1	1	1	0.841009405921405	1.002852836513e-62	1	1	1	1	1
lymphoproliferative disorders	0.993013124840653	0.816480974919339	0.817495991532321	1	1	0.999999999985875	1	0.999999999999997	1	9.98012604599318e-322	1	1	1	3.60353926740728e-199	1	0.442010321510712	1	1	0.999999999093366	1	1	0.999997814845313	0.107711112558179	0.99999999973998	1	0.99999905927924	1	0.999999990282324	4.97901541813815e-33	1	1	1	1	9.98012604599318e-322	9.98012604599318e-322	0.999999999999549	0.39519605868795	0.999999999999999	0.999996803970658	0.999996803970658	0.996173685313749	1	9.98012604599318e-322	0.936900783463857	0.992133599731687	1	4.97901541813815e-33	9.98012604599318e-322	0.992133599731687	1	9.98012604599318e-322	1	1	2.16531347019955e-73	0.999991632014637	0.995504649067075	0.999430515242802	0.999999732872126	2.26290485304506e-15	1	1	1	0.999999999999999	0.999999999999998	1	1	1.60809261545516e-51	9.98012604599318e-322	1	1	0.999998444375654	0.952367662306992	1
macroangiopathy	0.999999963282242	0.983831771637379	0.999999999997126	1.54855985000297e-05	9.98012604599318e-322	1	0.999999929646631	1.92397139556982e-58	9.98012604599318e-322	1.04422528188132e-21	1	1	1	1	1	0.999746682404217	0.999911362159511	0.999999999999998	1	1	1	1	0.724257726351481	1	7.47129119795083e-08	1	1	1	1	1	0.99711218965855	0.999999999904523	1	1	0.0839240670061176	1	1	1	0.647812880700872	0.647812880700872	0.999960174989401	0.980232229121076	1	0.794590510062943	0.996155414576311	1	1	1.04422528188132e-21	0.996155414576311	0.000109541357926175	1	1	0.524999396445804	1.37216372453158e-35	1	8.28172872479467e-55	0.999999999999512	1	1	0.977798270561532	1	1	1	1	1	1	0.999999992132453	1	0.999727190620707	1	1	0.999490932954782	9.98012604599318e-322
macular degeneration	1	1	1	0.990694803820876	0.0742321862612987	1	1	1	0.999999978344246	0.999999966138376	0.999688790667291	1	0.142114164585161	0.999999980298649	0.99999536140236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999976714075495	1	1	1	1	0.998803870838952	1	1	0.104102168954389	0.999908713977142	0.999908713977142	1	1	1	1	1	1	1	0.999999966138376	1	0.981967719433491	0.999999999473745	5.03853251750356e-48	0.944274804905366	1	1	0.275239806497898	1	1	1	1.92963672445643e-74	1	0.999999999584099	0.99849082798146	0.999993701994869	1	1	0.999999983019311	1	1	0.0139684702354732	1	1	1
macular degeneration, age-related	1	1	1	0.990694803820876	0.0742321862612987	1	1	1	0.999999978344246	0.999999966138376	0.999688790667291	1	0.142114164585161	0.999999980298649	0.99999536140236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999976714075495	1	1	1	1	0.998803870838952	1	1	0.104102168954389	0.999908713977142	0.999908713977142	1	1	1	1	1	1	1	0.999999966138376	1	0.981967719433491	0.999999999473745	5.03853251750356e-48	0.944274804905366	1	1	0.275239806497898	1	1	1	1.92963672445643e-74	1	0.999999999584099	0.99849082798146	0.999993701994869	1	1	0.999999983019311	1	1	0.0139684702354732	1	1	1
malaria	1	0.623184997433787	1	0.9999999999994	0.99554744402516	1	1	1	1	3.37480830980414e-21	1	1	1	2.45110169412975e-10	7.13596683733508e-37	1	1	1	1	0.99999999999999	1	1	1	1	1	1	1	1	1	1	1	0.999999883664433	1	2.05936893178496e-13	1.87195021522115e-11	1	0.999999999999988	1	0.999999999999997	0.999999999999997	1	1	3.01292564344739e-17	1	1	1	1	3.37480830980414e-21	1	0.985885870676376	5.19882543835236e-06	1	0.999882265115999	0.99999903887709	1	0.960371990237535	0.0314003168910938	1	2.54484908549313e-95	1	1	1	0.999999999967496	0.999999999999515	1	1	1	4.20914444663595e-191	1	1	1	1	1
malaria, cerebral	1	1	1	1.54263261423032e-06	0.00129145956364997	1	1	1	1	5.55079936575242e-07	1	0.00142240031456289	1	0.00024541855557122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89457607055478	3.59074490574411e-06	1	0.48418226328852	1	1	1	1	1	0.00320350428309329	1	1	0.00142240031456289	1	5.55079936575242e-07	1	1	0.000736110846346777	0.686787159713207	0.241154990569796	0.0515643079975478	1	0.0937757743901623	1	1	0.03341167006787	1	0.00142240031456289	1	1	1	1	1	0.865393728384193	2.06689810376022e-54	1	1	1	1	1
malaria, falciparum	1	1	1	0.903271907884404	0.0342156390133378	1	1	1	0.999999988887006	2.57248814328085e-30	1	0.960931193894465	1	0.00123676423715333	8.35829856513282e-07	1	1	1	1	0.999888161792962	1	1	1	1	1	1	1	1	1	1	1	0.994522546367739	1	0.00206311326836633	0.328805305042641	1	0.999962637268623	1	1	1	1	1	3.04616475975266e-07	1	1	0.960931193894465	1	2.57248814328085e-30	1	0.97122485870545	1.71482136617166e-05	1	0.922018710212284	0.622641143584339	1	0.597621383007908	0.000230172444147572	1	0.000370198745596092	1	0.960931193894465	1	1	0.999974620114841	1	1	0.999999826483206	1.5146126811285e-89	1	1	1	1	1
malignant hyperthermia	1	1	1	1	1	1	1	1	8.22277691205873e-06	0.999208806062011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.861534411945307	1	1	1	1	1	1	1	1	0.999999984810581	1	1	1	1	0.999208806062011	1	0.0489008664392704	1	1	1	0.999954747703472	1	1	1	1	1	1	1	2.57566814309406e-302	1	1	1	1	1	1	1	1	1	1	1
memory disorders	1	1	0.50502112404362	3.55975735857554e-23	0.999987815841333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999987838422006	0.999987838422006	1	1	1	1	1	1	1	1	1	1	0.999999999999998	1.65345960484444e-218	2.217795977252e-07	1	1	0.758146472307679	1	1	1	1	1	0.999999999999999	0.999994395310482	1	1	1	0.999999999874862	1	1	1	1	1	1
memory impairment	1	1	0.50502112404362	3.55975735857554e-23	0.999987815841333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999987838422006	0.999987838422006	1	1	1	1	1	1	1	1	1	1	0.999999999999998	1.65345960484444e-218	2.217795977252e-07	1	1	0.758146472307679	1	1	1	1	1	0.999999999999999	0.999994395310482	1	1	1	0.999999999874862	1	1	1	1	1	1
meniere disease	1	1	1	0.962791497012707	1	1	1	1	1	1	0.813069033710608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.993854661513924	1	1	1	0.999999982944765	0.999999999998937	1	0.957243538958603	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999917291898671	0.00162547827891367	1	0.999999879973921	0.986721454015848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
meningococcal infections	1	1	1	0.999554862017793	0.949974106184283	1	1	1	0.999464318045949	0.0634060573764209	1	1	1	0.999773234736019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.902763664198402	0.99999971043364	1	1	1	1	1	1	1	0.997678020989239	1	1	1	1	0.0634060573764209	1	1	0.999921818923609	1	1	5.95219923262066e-10	1	1	1	1	0.984955562794963	1	1	0.999999417001912	1	0.38828646005676	1	1	1	0.999999999996331	1	1	1	1	1
mental disorders	0.999998282727491	0.999999812801435	0.99999999999775	1.34685130682574e-81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.995322287780733	1	1	0.999999995920997	1	1	1	0.999999995920997	1	1	2.67643828159473e-224	0.0972747818391922	1	1	0.999994849046231	1	1	1	0.999999388034008	1	1	1	1	1	1	1	1	1	1	1	1	1
mental retardation, autosomal dominant	1	1	1	0.00341569195127142	0.999999999999695	1	1	0.60818415771214	1	1	1	1	0.999947880506493	1	1	0.695050283005549	1	1	1	0.999999999726985	1	0.714851325806689	1	0.93725109602197	1	0.976593786755476	1	1	0.999999963923749	1	1	0.999999998112344	1	1	1	1	1	0.99996659083719	1	1	1	1	1	0.526512088101672	1	1	0.999999963923749	1	1	0.999980457005407	1	0.0265597731301345	8.90665194466181e-07	1	1	1	0.990638392580405	1	0.999999999849448	1	1	1	9.00607221581629e-137	1	1	1	1	1	1	1	1	1	0.999975483585767
mental retardation, autosomal recessive	1	1	1	0.00341569195127142	0.999999999999695	1	1	0.60818415771214	1	1	1	1	0.999947880506493	1	1	0.695050283005549	1	1	1	0.999999999726985	1	0.714851325806689	1	0.93725109602197	1	0.976593786755476	1	1	0.999999963923749	1	1	0.999999998112344	1	1	1	1	1	0.99996659083719	1	1	1	1	1	0.526512088101672	1	1	0.999999963923749	1	1	0.999980457005407	1	0.0265597731301345	8.90665194466181e-07	1	1	1	0.990638392580405	1	0.999999999849448	1	1	1	9.00607221581629e-137	1	1	1	1	1	1	1	1	1	0.999975483585767
metabolic syndrome x	1	1	1	0.999999999586466	0.0157283658624238	1	1	0.784662943867378	0.567195529219597	0.492009424119056	0.999477306325903	0.999998778906061	1	0.999999999910479	2.41047917035539e-07	1	1	0.389583013439075	1	1.96619284325619e-290	1	1	1	1	1	0.608153167838171	1	0.0377378816195331	1	0.999998719266691	1	0.228765195844471	1	1	0.973186702616912	1	0.999992487395773	0.99956379085158	0.998849130094758	0.998849130094758	0.258171055844521	1	0.999999999999998	0.170181258641191	1	0.999998778906061	1	0.492009424119056	1	0.549996715622365	0.999999999966716	1	1	0.999999999688759	0.999999671013996	0.135732815640843	1	1.04732208059868e-15	1	1	0.999998778906061	0.997145301580131	1	1	0.04753356990804	1	0.998033044120459	1	1	1	1	1	0.239369770820181
migraine disorders	1	1	1	0.999993835193561	0.401387227772373	1	1	1	1	0.999999980137323	1	1	1	1	0.9999999998394	1	1	1	1	0.999998755841743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.324867025713291	0.9997493730739	1	1	1	1	1	1	1	1	1	0.999999980137323	1	1	0.999999999951436	0.0101807673669004	1	1	1	1	1	1	1	1	1	0.999999999693008	1	0.999999864384509	1	1	0.999999999999073	1	1	1	1	1	1
migraine with aura	1	1	1	0.431994131317447	1	1	1	1	1	1	1	0.999995899891906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9971077252809	1	1	1	1	1	1	1	1	1	1	0.999995899891906	1	1	1	1	1	0.000158641395374091	1	1	1	1	1	1	1	1	0.999995899891906	0.875581951764723	1	1	1	1	1	0.999996572770356	1	1	1	1	1
migraine without aura	1	1	1	1	1	1	1	1	1	0.343703492702661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.696218643279237	1	1	1	1	0.343703492702661	1	1	1	0.0390898450656876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.986755276988026	1	1	1	1	1
mitochondrial complex i deficiency	1	1	1	0.264830088723102	0.688570170062781	1	1	2.49752089405206e-08	3.42269521074214e-08	0.9999774741077	0.996698226379421	0.988334090069922	1	1	0.0432265910443311	1	1	1	1	0.851302768493955	1	1	1	1	1	1	1	1	1	1	1	0.371865277510918	1	0.999999999999989	1	1	1	1	0.967440805805714	0.967440805805714	1	1	0.999999999995683	1	1	0.988334090069922	1	0.9999774741077	1	1.5067550129164e-09	0.999999972570233	8.3450222154385e-74	0.056480400858133	0.999999999957783	1	0.517580035135816	1	1	0.994148092756893	1	0.988334090069922	4.42485547119606e-135	1.49870085428211e-98	1	1	1	0.99975982497071	1	1	1	1	1	1
mitral valve prolapse	1	1	1	1	1	1	1	0.445166317198975	0.994460407349111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999945862083492	1	1	1	1	1	1	1	0.985753884764387	1	1	1	1	1	1	1	1	1	1	1
mood disorders	1	1	1	0.999999999967822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999997898908822	1	0.999808886875953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
moyamoya disease	1	1	1	1	0.105696052611501	1	1	1	1	1	1	0.999999973171875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998180428682	1	0.904255257170924	1	1	1	1	1	0.999932663557223	1	1	0.999999973171875	1	1	1	0.424643761775339	1	0.999999999977996	1	1	1	1	1	1	1	1	0.999999973171875	1	1	1	1	1	1	0.999999996252863	1	1	1	1	0.309309575052448
mucocutaneous lymph node syndrome	1	1	1	1	6.09629197061412e-06	1	1	1	1	6.75418865048916e-13	1	0.999998894683285	1	0.933020200459874	1	1	1	1	1	1	1	1	0.00868647933733102	1	0.0051077679608128	1	1	1	1	1	1	1	1	2.43688377813675e-06	0.0577505196724581	1	0.991977918433524	1	0.965155950026271	0.965155950026271	1	1	0.0112989814593512	1	1	0.999998894683285	1	6.75418865048916e-13	1	1	0.395618727742039	1	1	1.9906956760895e-17	1	1	1	1	1	1	0.999998894683285	0.999121360470386	1	0.852041979701435	1	1	0.997370342600015	1.70531369637315e-13	1	1	1	1	1
multiple sclerosis	1	1	0.753334496067564	3.01758041568604e-300	0.85562681807485	1	1	1	1	3.2813144777486e-96	1	1	1	3.5649320591092e-34	1	1	1	1	1	0.999999999984016	1	1	1	1	1	1	1	1	0.995883300674024	0.999999999999995	1	0.99999999986676	1	3.45079419574557e-237	1.05103299033739e-29	1	0.996256934700055	0.999999393150139	0.186476344851144	0.186476344851144	0.178054630542322	1	7.14063946188288e-20	0.339749644964361	0.0873885273296553	1	0.995883300674024	3.2813144777486e-96	0.0873885273296553	1	4.40783609162736e-45	9.98012604599318e-322	2.20780265285412e-08	0.999991923445334	1	0.940703503038055	0.731221148077689	1	0.999996574296941	1	1	1	0.999999988872395	0.999999999999994	1	1	0.990420244677694	9.98012604599318e-322	1	1	1	1	1
multiple system atrophy	1	1	1	0.000179474479990161	1	1	1	1	1	0.996731030646302	1	0.999999999999992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999997019470585	1	1	0.637853354140677	0.853074502338283	0.853074502338283	1	1	0.999999954691746	1	1	0.999999999999992	1	0.996731030646302	1	1	1	5.59108536240323e-154	0.0119936285231687	1	1	1	1	1	1	1	0.999999999999992	0.909848338484312	0.758221298108372	1	1	1	0.966429995574795	0.999999999999871	1	1	1	1	1
myasthenia gravis	1	1	1	1	1	1	1	1	2.83379032233691e-08	0.844634764552191	1	0.999999999999999	1	1.65963852121781e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	0.548918606437248	0.934977999153057	0.999972433100405	1	1	1	4.90227210550664e-127	0.999965697357705	1	0.999246800521213	1	0.999089086598605	0.999089086598605	1	1	0.999607749557037	1	1	0.999999999999999	0.934977999153057	0.844634764552191	1	0.612064372520252	0.23184046711732	0.631151468610355	1	0.998794266449473	1	1	1	1	0.348776566162593	1	0.999999999999999	1.75918715515347e-45	0.999004525136949	0.999163247216931	1	1	0.992694098963976	9.98012604599318e-322	1	1	1	1	1
mycobacterial disease, mendelian susceptibility to	1	1	1	1	1	0.641208601915334	1	1	1	3.14248429701337e-18	1	1	1	0.991408887307372	0.999871923165975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997768719662543	1	1	1	0.997074419401858	3.67383237579057e-93	1	0.999592455670619	1	1	1	1	1	0.0137548377387793	1	1	1	1	3.14248429701337e-18	1	0.841031476412387	0.106960049491544	1	1	0.664947741029351	1	1	1	1	1	1	1	1	0.982038860226567	0.311031884982109	1	1	0.999932907310622	3.59549412615142e-13	1	1	1	1	1
myelodysplastic syndromes	1	1	1	1	1	1	1	1	0.999999998831921	2.3915802732599e-70	0.999668828691572	1	1	0.063830627401961	0.999999924755764	1	1	1	1	0.997681364130292	1	1	1	1	1	1	1	1	0.450840685276736	0.999998200713071	1	0.999733021556014	1	1.09498843190386e-13	0.00555937099824647	1	7.60673045674129e-05	1	1.19828489863767e-13	1.19828489863767e-13	1	1	9.98012604599318e-322	1	1	1	0.450840685276736	2.3915802732599e-70	1	0.981401523385457	5.51317969136045e-41	1	1	1.38578821054216e-160	0.992099912977755	1	1	1	1.27991406420092e-102	1	1	1	0.992129785838291	1	1	1	1.65088232282667e-44	2.93598949245393e-47	1	1	1	1	1
myeloproliferative disorders	1	1	1	1	0.999846428586039	1	1	0.995651421370737	1	7.89186397308588e-88	1	0.999999974021411	1	1.1252063988984e-26	0.999999983658773	1	1	1	1	0.999999884605064	1	1	1	1	1	1	1	1	0.81109952885705	0.999999999782735	1	0.999993568556977	1	1.63206620004888e-40	2.44794243072324e-11	1	0.00206778100431662	0.976371140711309	0.00897014923830817	0.00897014923830817	1	1	9.98012604599318e-322	0.29552994073644	0.584108001440831	0.999999974021411	0.81109952885705	7.89186397308588e-88	0.584108001440831	0.999907844248883	1.33873378582168e-229	1	0.99874576561809	4.35574542282057e-185	0.999901759821308	0.217441902788382	0.887938934448542	1	2.13704994503679e-87	1	0.999999974021411	1	0.995808377728402	0.999999999618127	1	1	1.81911921334081e-25	3.60514025868534e-100	1	1	1	1	1
myocardial infarction	1	1	0.942597236991676	1	2.36808746792593e-10	1	1	6.91702792729582e-192	9.98012604599318e-322	0.999597039948982	1	1	1	1	1	0.884370969803399	1	1	1	0.999999999999987	1	1	1	0.99999998974728	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999998	1	4.76690581447187e-119	4.76690581447187e-119	0.0594387324987154	0.19417588297555	0.99996672801068	0.742855408959147	0.127722151261214	1	1	0.999597039948982	0.127722151261214	1.19830881810395e-155	1	1	0.999999997947287	0.00186789002681639	1	0.701385171515543	0.999793545016197	0.999959977958887	1	1	1	7.10929442668734e-12	1	1	1	1	1.2599555215681e-70	1	1	1	1	1	0.994824339968536
myocardial ischemia	1	1	0.999830243138171	1	2.20298150156672e-54	1	1	1.22405536646996e-164	9.98012604599318e-322	0.999476738560507	1	1	1	1	1	0.967580127806197	1	1	1	1	1	1	0.491049680866386	1	0.327284748204881	1	1	1	1	1	1	1	1	1	1	1	1	1	9.53895091336676e-53	9.53895091336676e-53	0.568777198961239	0.58713118807081	1	0.842729172573451	0.832566273286841	1	1	0.999476738560507	0.832566273286841	2.77519247837509e-104	1	1	1	0.0013543606351616	1	0.961053918650577	0.999999999009259	0.999999947605237	1	1	1	3.10409246016738e-28	1	1	1	1	4.52954174584038e-13	1	1	1	1	1	7.87428197166961e-13
myopia, degenerative	1	1	1	1	1	1	1	1	1	1	1	0.999351597377439	0.0720544085925573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.980052676156194	1	1	0.999351597377439	1	1	1	1	1	0.00667265121275524	1	1	1	1	1	1	1	1	0.999351597377439	1	1	1	1	1	1	1	1	1	1	1	1
myositis	1	1	1	0.999999962952283	0.95799860403098	1	1	0.899070594428719	7.25202260278309e-29	0.846669191064013	0.954008919516645	1	1	0.036563639731258	0.99999999492305	1	1	1	1	0.99952186244307	1	1	1	1	1	1	1	1	1	0.834364557871939	1	0.999694078249448	1	2.2195181089753e-09	1.76889927685425e-13	1	0.773062436879435	0.997818216313343	0.97338351980345	0.97338351980345	1	1	0.999999980986765	1	1	1	1	0.846669191064013	1	2.48028922410913e-37	0.685590489227039	1	1	0.00607873962383514	0.0616168823616248	0.26610275599466	0.602693623001457	0.66763389794543	1	1	1	3.70552788257402e-296	0.156374910085414	0.999991592951533	1	1	0.999818287912402	1.69373801022746e-31	1	1	1	1	1
